パーツID	パーツ名	種別	画像ID	ランク	属性	ライフ	アタック	ディフェンス	スピード	レンジ	モビリティ	フレーバー	ステ確認	メモ
b304_f	ハイパーラッシュブレード	1	b004_f	3	火	0	333	81	0	201	108	工業規格パーツ	723	ランク3
b304_a	ハイパーラッシュブレード	1	b004_a	3	風	0	333	81	0	201	108	工業規格パーツ	723	ランク3
b304_e	ハイパーラッシュブレード	1	b004_e	3	土	0	333	81	0	201	108	工業規格パーツ	723	ランク3
b304_w	ハイパーラッシュブレード	1	b004_w	3	水	0	333	81	0	201	108	工業規格パーツ	723	ランク3
b304_n	ハイパーラッシュブレード	1	b004_n	3	無	0	333	81	0	201	108	工業規格パーツ	723	ランク3
b305_f	ハイパークロスブレード	1	b005_f	3	火	0	156	90	0	291	93	工業規格パーツ	630	ランク3
b305_a	ハイパークロスブレード	1	b005_a	3	風	0	156	90	0	291	93	工業規格パーツ	630	ランク3
b305_e	ハイパークロスブレード	1	b005_e	3	土	0	156	90	0	291	93	工業規格パーツ	630	ランク3
b305_w	ハイパークロスブレード	1	b005_w	3	水	0	156	90	0	291	93	工業規格パーツ	630	ランク3
b305_n	ハイパークロスブレード	1	b005_n	3	無	0	156	90	0	291	93	工業規格パーツ	630	ランク3
b306_f	ハイパーウイングブレード	1	b006_f	3	火	0	192	81	0	342	111	工業規格パーツ	726	ランク3
b306_a	ハイパーウイングブレード	1	b006_a	3	風	0	192	81	0	342	111	工業規格パーツ	726	ランク3
b306_e	ハイパーウイングブレード	1	b006_e	3	土	0	192	81	0	342	111	工業規格パーツ	726	ランク3
b306_w	ハイパーウイングブレード	1	b006_w	3	水	0	192	81	0	342	111	工業規格パーツ	726	ランク3
b306_n	ハイパーウイングブレード	1	b006_n	3	無	0	192	81	0	342	111	工業規格パーツ	726	ランク3
b307_f	ハイパーシールドブレード	1	b007_f	3	火	0	237	138	0	231	99	工業規格パーツ	705	ランク3
b307_a	ハイパーシールドブレード	1	b007_a	3	風	0	237	138	0	231	99	工業規格パーツ	705	ランク3
b307_e	ハイパーシールドブレード	1	b007_e	3	土	0	237	138	0	231	99	工業規格パーツ	705	ランク3
b307_w	ハイパーシールドブレード	1	b007_w	3	水	0	237	138	0	231	99	工業規格パーツ	705	ランク3
b307_n	ハイパーシールドブレード	1	b007_n	3	無	0	237	138	0	231	99	工業規格パーツ	705	ランク3
b308_f	ハイパースピードブレード	1	b008_f	3	火	0	225	87	0	252	141	工業規格パーツ	705	ランク3
b308_a	ハイパースピードブレード	1	b008_a	3	風	0	225	87	0	252	141	工業規格パーツ	705	ランク3
b308_e	ハイパースピードブレード	1	b008_e	3	土	0	225	87	0	252	141	工業規格パーツ	705	ランク3
b308_w	ハイパースピードブレード	1	b008_w	3	水	0	225	87	0	252	141	工業規格パーツ	705	ランク3
b308_n	ハイパースピードブレード	1	b008_n	3	無	0	225	87	0	252	141	工業規格パーツ	705	ランク3
w301_f	ハイパーベーシックウェイト	2	w001_f	3	火	210	123	204	90	0	0	工業規格パーツ	627	ランク3
w301_a	ハイパーベーシックウェイト	2	w001_a	3	風	210	123	204	90	0	0	工業規格パーツ	627	ランク3
w301_e	ハイパーベーシックウェイト	2	w001_e	3	土	210	123	204	90	0	0	工業規格パーツ	627	ランク3
w301_w	ハイパーベーシックウェイト	2	w001_w	3	水	210	123	204	90	0	0	工業規格パーツ	627	ランク3
w301_n	ハイパーベーシックウェイト	2	w001_n	3	無	210	123	204	90	0	0	工業規格パーツ	627	ランク3
w302_f	ハイパーフラットウェイト	2	w002_f	3	火	264	108	237	117	0	0	工業規格パーツ	726	ランク3
w302_a	ハイパーフラットウェイト	2	w002_a	3	風	264	108	237	117	0	0	工業規格パーツ	726	ランク3
w302_e	ハイパーフラットウェイト	2	w002_e	3	土	264	108	237	117	0	0	工業規格パーツ	726	ランク3
w302_w	ハイパーフラットウェイト	2	w002_w	3	水	264	108	237	117	0	0	工業規格パーツ	726	ランク3
w302_n	ハイパーフラットウェイト	2	w002_n	3	無	264	108	237	117	0	0	工業規格パーツ	726	ランク3
w303_f	ハイパーコアウェイト	2	w003_f	3	火	282	93	162	90	0	0	工業規格パーツ	627	ランク3
w303_a	ハイパーコアウェイト	2	w003_a	3	風	282	93	162	90	0	0	工業規格パーツ	627	ランク3
w303_e	ハイパーコアウェイト	2	w003_e	3	土	282	93	162	90	0	0	工業規格パーツ	627	ランク3
w303_w	ハイパーコアウェイト	2	w003_w	3	水	282	93	162	90	0	0	工業規格パーツ	627	ランク3
w303_n	ハイパーコアウェイト	2	w003_n	3	無	282	93	162	90	0	0	工業規格パーツ	627	ランク3
w304_f	ハイパーブロックウェイト	2	w004_f	3	火	339	81	198	105	0	0	工業規格パーツ	723	ランク3
w304_a	ハイパーブロックウェイト	2	w004_a	3	風	339	81	198	105	0	0	工業規格パーツ	723	ランク3
w304_e	ハイパーブロックウェイト	2	w004_e	3	土	339	81	198	105	0	0	工業規格パーツ	723	ランク3
w304_w	ハイパーブロックウェイト	2	w004_w	3	水	339	81	198	105	0	0	工業規格パーツ	723	ランク3
w304_n	ハイパーブロックウェイト	2	w004_n	3	無	339	81	198	105	0	0	工業規格パーツ	723	ランク3
w305_f	ハイパーリングウェイト	2	w005_f	3	火	168	102	279	81	0	0	工業規格パーツ	630	ランク3
w305_a	ハイパーリングウェイト	2	w005_a	3	風	168	102	279	81	0	0	工業規格パーツ	630	ランク3
w305_e	ハイパーリングウェイト	2	w005_e	3	土	168	102	279	81	0	0	工業規格パーツ	630	ランク3
w305_w	ハイパーリングウェイト	2	w005_w	3	水	168	102	279	81	0	0	工業規格パーツ	630	ランク3
w305_n	ハイパーリングウェイト	2	w005_n	3	無	168	102	279	81	0	0	工業規格パーツ	630	ランク3
w306_f	ハイパープレートウェイト	2	w006_f	3	火	204	90	330	102	0	0	工業規格パーツ	726	ランク3
w306_a	ハイパープレートウェイト	2	w006_a	3	風	204	90	330	102	0	0	工業規格パーツ	726	ランク3
w306_e	ハイパープレートウェイト	2	w006_e	3	土	204	90	330	102	0	0	工業規格パーツ	726	ランク3
w306_w	ハイパープレートウェイト	2	w006_w	3	水	204	90	330	102	0	0	工業規格パーツ	726	ランク3
w306_n	ハイパープレートウェイト	2	w006_n	3	無	204	90	330	102	0	0	工業規格パーツ	726	ランク3
w307_f	ハイパーパワーウェイト	2	w007_f	3	火	237	144	228	96	0	0	工業規格パーツ	705	ランク3
w307_a	ハイパーパワーウェイト	2	w007_a	3	風	237	144	228	96	0	0	工業規格パーツ	705	ランク3
w307_e	ハイパーパワーウェイト	2	w007_e	3	土	237	144	228	96	0	0	工業規格パーツ	705	ランク3
w307_w	ハイパーパワーウェイト	2	w007_w	3	水	237	144	228	96	0	0	工業規格パーツ	705	ランク3
w307_n	ハイパーパワーウェイト	2	w007_n	3	無	237	144	228	96	0	0	工業規格パーツ	705	ランク3
w308_f	ハイパーアクセルウェイト	2	w008_f	3	火	213	99	246	147	0	0	工業規格パーツ	705	ランク3
w308_a	ハイパーアクセルウェイト	2	w008_a	3	風	213	99	246	147	0	0	工業規格パーツ	705	ランク3
w308_e	ハイパーアクセルウェイト	2	w008_e	3	土	213	99	246	147	0	0	工業規格パーツ	705	ランク3
w308_w	ハイパーアクセルウェイト	2	w008_w	3	水	213	99	246	147	0	0	工業規格パーツ	705	ランク3
w308_n	ハイパーアクセルウェイト	2	w008_n	3	無	213	99	246	147	0	0	工業規格パーツ	705	ランク3
s301_f	ハイパーベーシックソール	3	s001_f	3	火	114	0	0	204	111	198	工業規格パーツ	627	ランク3
s301_a	ハイパーベーシックソール	3	s001_a	3	風	114	0	0	204	111	198	工業規格パーツ	627	ランク3
s301_e	ハイパーベーシックソール	3	s001_e	3	土	114	0	0	204	111	198	工業規格パーツ	627	ランク3
s301_w	ハイパーベーシックソール	3	s001_w	3	水	114	0	0	204	111	198	工業規格パーツ	627	ランク3
s301_n	ハイパーベーシックソール	3	s001_n	3	無	114	0	0	204	111	198	工業規格パーツ	627	ランク3
s302_f	ハイパーフラットソール	3	s002_f	3	火	105	0	0	261	117	243	工業規格パーツ	726	ランク3
s302_a	ハイパーフラットソール	3	s002_a	3	風	105	0	0	261	117	243	工業規格パーツ	726	ランク3
s302_e	ハイパーフラットソール	3	s002_e	3	土	105	0	0	261	117	243	工業規格パーツ	726	ランク3
s302_w	ハイパーフラットソール	3	s002_w	3	水	105	0	0	261	117	243	工業規格パーツ	726	ランク3
s302_n	ハイパーフラットソール	3	s002_n	3	無	105	0	0	261	117	243	工業規格パーツ	726	ランク3
s303_f	ハイパーランナーソール	3	s003_f	3	火	120	0	0	273	87	147	工業規格パーツ	627	ランク3
s303_a	ハイパーランナーソール	3	s003_a	3	風	120	0	0	273	87	147	工業規格パーツ	627	ランク3
s303_e	ハイパーランナーソール	3	s003_e	3	土	120	0	0	273	87	147	工業規格パーツ	627	ランク3
s303_w	ハイパーランナーソール	3	s003_w	3	水	120	0	0	273	87	147	工業規格パーツ	627	ランク3
s303_n	ハイパーランナーソール	3	s003_n	3	無	120	0	0	273	87	147	工業規格パーツ	627	ランク3
s304_f	ハイパーダッシュソール	3	s004_f	3	火	105	0	0	327	114	177	工業規格パーツ	723	ランク3
s304_a	ハイパーダッシュソール	3	s004_a	3	風	105	0	0	327	114	177	工業規格パーツ	723	ランク3
s304_e	ハイパーダッシュソール	3	s004_e	3	土	105	0	0	327	114	177	工業規格パーツ	723	ランク3
s304_w	ハイパーダッシュソール	3	s004_w	3	水	105	0	0	327	114	177	工業規格パーツ	723	ランク3
s304_n	ハイパーダッシュソール	3	s004_n	3	無	105	0	0	327	114	177	工業規格パーツ	723	ランク3
s305_f	ハイパーステップソール	3	s005_f	3	火	114	0	0	156	87	273	工業規格パーツ	630	ランク3
s305_a	ハイパーステップソール	3	s005_a	3	風	114	0	0	156	87	273	工業規格パーツ	630	ランク3
s305_e	ハイパーステップソール	3	s005_e	3	土	114	0	0	156	87	273	工業規格パーツ	630	ランク3
s305_w	ハイパーステップソール	3	s005_w	3	水	114	0	0	156	87	273	工業規格パーツ	630	ランク3
s305_n	ハイパーステップソール	3	s005_n	3	無	114	0	0	156	87	273	工業規格パーツ	630	ランク3
s306_f	ハイパースライドソール	3	s006_f	3	火	96	0	0	195	111	324	工業規格パーツ	726	ランク3
s306_a	ハイパースライドソール	3	s006_a	3	風	96	0	0	195	111	324	工業規格パーツ	726	ランク3
s306_e	ハイパースライドソール	3	s006_e	3	土	96	0	0	195	111	324	工業規格パーツ	726	ランク3
s306_w	ハイパースライドソール	3	s006_w	3	水	96	0	0	195	111	324	工業規格パーツ	726	ランク3
s306_n	ハイパースライドソール	3	s006_n	3	無	96	0	0	195	111	324	工業規格パーツ	726	ランク3
s307_f	ハイパーヘビーソール	3	s007_f	3	火	138	0	0	225	108	234	工業規格パーツ	705	ランク3
s307_a	ハイパーヘビーソール	3	s007_a	3	風	138	0	0	225	108	234	工業規格パーツ	705	ランク3
s307_e	ハイパーヘビーソール	3	s007_e	3	土	138	0	0	225	108	234	工業規格パーツ	705	ランク3
s307_w	ハイパーヘビーソール	3	s007_w	3	水	138	0	0	225	108	234	工業規格パーツ	705	ランク3
s307_n	ハイパーヘビーソール	3	s007_n	3	無	138	0	0	225	108	234	工業規格パーツ	705	ランク3
s308_f	ハイパーワイドソール	3	s008_f	3	火	102	0	0	222	135	246	工業規格パーツ	705	ランク3
s308_a	ハイパーワイドソール	3	s008_a	3	風	102	0	0	222	135	246	工業規格パーツ	705	ランク3
s308_e	ハイパーワイドソール	3	s008_e	3	土	102	0	0	222	135	246	工業規格パーツ	705	ランク3
s308_w	ハイパーワイドソール	3	s008_w	3	水	102	0	0	222	135	246	工業規格パーツ	705	ランク3
s308_n	ハイパーワイドソール	3	s008_n	3	無	102	0	0	222	135	246	工業規格パーツ	705	ランク3
b401_f	ウルトラベーシックブレード	1	b001_f	4	火	0	284	160	0	264	128	工業規格パーツ	836	ランク4
b401_a	ウルトラベーシックブレード	1	b001_a	4	風	0	284	160	0	264	128	工業規格パーツ	836	ランク4
b401_e	ウルトラベーシックブレード	1	b001_e	4	土	0	284	160	0	264	128	工業規格パーツ	836	ランク4
b401_w	ウルトラベーシックブレード	1	b001_w	4	水	0	284	160	0	264	128	工業規格パーツ	836	ランク4
b401_n	ウルトラベーシックブレード	1	b001_n	4	無	0	284	160	0	264	128	工業規格パーツ	836	ランク4
b402_f	ウルトラフラットブレード	1	b002_f	4	火	0	340	144	0	320	164	工業規格パーツ	968	ランク4
b402_a	ウルトラフラットブレード	1	b002_a	4	風	0	340	144	0	320	164	工業規格パーツ	968	ランク4
b402_e	ウルトラフラットブレード	1	b002_e	4	土	0	340	144	0	320	164	工業規格パーツ	968	ランク4
b402_w	ウルトラフラットブレード	1	b002_w	4	水	0	340	144	0	320	164	工業規格パーツ	968	ランク4
b402_n	ウルトラフラットブレード	1	b002_n	4	無	0	340	144	0	320	164	工業規格パーツ	968	ランク4
b403_f	ウルトラストライクブレード	1	b003_f	4	火	0	384	124	0	208	120	工業規格パーツ	836	ランク4
b403_a	ウルトラストライクブレード	1	b003_a	4	風	0	384	124	0	208	120	工業規格パーツ	836	ランク4
b403_e	ウルトラストライクブレード	1	b003_e	4	土	0	384	124	0	208	120	工業規格パーツ	836	ランク4
b403_w	ウルトラストライクブレード	1	b003_w	4	水	0	384	124	0	208	120	工業規格パーツ	836	ランク4
b403_n	ウルトラストライクブレード	1	b003_n	4	無	0	384	124	0	208	120	工業規格パーツ	836	ランク4
b404_f	ウルトララッシュブレード	1	b004_f	4	火	0	444	108	0	268	144	工業規格パーツ	964	ランク4
b404_a	ウルトララッシュブレード	1	b004_a	4	風	0	444	108	0	268	144	工業規格パーツ	964	ランク4
b404_e	ウルトララッシュブレード	1	b004_e	4	土	0	444	108	0	268	144	工業規格パーツ	964	ランク4
b404_w	ウルトララッシュブレード	1	b004_w	4	水	0	444	108	0	268	144	工業規格パーツ	964	ランク4
b404_n	ウルトララッシュブレード	1	b004_n	4	無	0	444	108	0	268	144	工業規格パーツ	964	ランク4
b405_f	ウルトラクロスブレード	1	b005_f	4	火	0	208	120	0	388	124	工業規格パーツ	840	ランク4
b405_a	ウルトラクロスブレード	1	b005_a	4	風	0	208	120	0	388	124	工業規格パーツ	840	ランク4
b405_e	ウルトラクロスブレード	1	b005_e	4	土	0	208	120	0	388	124	工業規格パーツ	840	ランク4
b405_w	ウルトラクロスブレード	1	b005_w	4	水	0	208	120	0	388	124	工業規格パーツ	840	ランク4
b405_n	ウルトラクロスブレード	1	b005_n	4	無	0	208	120	0	388	124	工業規格パーツ	840	ランク4
b406_f	ウルトラウイングブレード	1	b006_f	4	火	0	256	108	0	456	148	工業規格パーツ	968	ランク4
b406_a	ウルトラウイングブレード	1	b006_a	4	風	0	256	108	0	456	148	工業規格パーツ	968	ランク4
b406_e	ウルトラウイングブレード	1	b006_e	4	土	0	256	108	0	456	148	工業規格パーツ	968	ランク4
b406_w	ウルトラウイングブレード	1	b006_w	4	水	0	256	108	0	456	148	工業規格パーツ	968	ランク4
b406_n	ウルトラウイングブレード	1	b006_n	4	無	0	256	108	0	456	148	工業規格パーツ	968	ランク4
b407_f	ウルトラシールドブレード	1	b007_f	4	火	0	316	184	0	308	132	工業規格パーツ	940	ランク4
b407_a	ウルトラシールドブレード	1	b007_a	4	風	0	316	184	0	308	132	工業規格パーツ	940	ランク4
b407_e	ウルトラシールドブレード	1	b007_e	4	土	0	316	184	0	308	132	工業規格パーツ	940	ランク4
b407_w	ウルトラシールドブレード	1	b007_w	4	水	0	316	184	0	308	132	工業規格パーツ	940	ランク4
b407_n	ウルトラシールドブレード	1	b007_n	4	無	0	316	184	0	308	132	工業規格パーツ	940	ランク4
b408_f	ウルトラスピードブレード	1	b008_f	4	火	0	300	116	0	336	188	工業規格パーツ	940	ランク4
b408_a	ウルトラスピードブレード	1	b008_a	4	風	0	300	116	0	336	188	工業規格パーツ	940	ランク4
b408_e	ウルトラスピードブレード	1	b008_e	4	土	0	300	116	0	336	188	工業規格パーツ	940	ランク4
b408_w	ウルトラスピードブレード	1	b008_w	4	水	0	300	116	0	336	188	工業規格パーツ	940	ランク4
b408_n	ウルトラスピードブレード	1	b008_n	4	無	0	300	116	0	336	188	工業規格パーツ	940	ランク4
w401_f	ウルトラベーシックウェイト	2	w001_f	4	火	280	164	272	120	0	0	工業規格パーツ	836	ランク4
w401_a	ウルトラベーシックウェイト	2	w001_a	4	風	280	164	272	120	0	0	工業規格パーツ	836	ランク4
w401_e	ウルトラベーシックウェイト	2	w001_e	4	土	280	164	272	120	0	0	工業規格パーツ	836	ランク4
w401_w	ウルトラベーシックウェイト	2	w001_w	4	水	280	164	272	120	0	0	工業規格パーツ	836	ランク4
w401_n	ウルトラベーシックウェイト	2	w001_n	4	無	280	164	272	120	0	0	工業規格パーツ	836	ランク4
w402_f	ウルトラフラットウェイト	2	w002_f	4	火	352	144	316	156	0	0	工業規格パーツ	968	ランク4
w402_a	ウルトラフラットウェイト	2	w002_a	4	風	352	144	316	156	0	0	工業規格パーツ	968	ランク4
w402_e	ウルトラフラットウェイト	2	w002_e	4	土	352	144	316	156	0	0	工業規格パーツ	968	ランク4
w402_w	ウルトラフラットウェイト	2	w002_w	4	水	352	144	316	156	0	0	工業規格パーツ	968	ランク4
w402_n	ウルトラフラットウェイト	2	w002_n	4	無	352	144	316	156	0	0	工業規格パーツ	968	ランク4
w403_f	ウルトラコアウェイト	2	w003_f	4	火	376	124	216	120	0	0	工業規格パーツ	836	ランク4
w403_a	ウルトラコアウェイト	2	w003_a	4	風	376	124	216	120	0	0	工業規格パーツ	836	ランク4
w403_e	ウルトラコアウェイト	2	w003_e	4	土	376	124	216	120	0	0	工業規格パーツ	836	ランク4
w403_w	ウルトラコアウェイト	2	w003_w	4	水	376	124	216	120	0	0	工業規格パーツ	836	ランク4
w403_n	ウルトラコアウェイト	2	w003_n	4	無	376	124	216	120	0	0	工業規格パーツ	836	ランク4
w404_f	ウルトラブロックウェイト	2	w004_f	4	火	452	108	264	140	0	0	工業規格パーツ	964	ランク4
w404_a	ウルトラブロックウェイト	2	w004_a	4	風	452	108	264	140	0	0	工業規格パーツ	964	ランク4
w404_e	ウルトラブロックウェイト	2	w004_e	4	土	452	108	264	140	0	0	工業規格パーツ	964	ランク4
w404_w	ウルトラブロックウェイト	2	w004_w	4	水	452	108	264	140	0	0	工業規格パーツ	964	ランク4
w404_n	ウルトラブロックウェイト	2	w004_n	4	無	452	108	264	140	0	0	工業規格パーツ	964	ランク4
w405_f	ウルトラリングウェイト	2	w005_f	4	火	224	136	372	108	0	0	工業規格パーツ	840	ランク4
w405_a	ウルトラリングウェイト	2	w005_a	4	風	224	136	372	108	0	0	工業規格パーツ	840	ランク4
w405_e	ウルトラリングウェイト	2	w005_e	4	土	224	136	372	108	0	0	工業規格パーツ	840	ランク4
w405_w	ウルトラリングウェイト	2	w005_w	4	水	224	136	372	108	0	0	工業規格パーツ	840	ランク4
w405_n	ウルトラリングウェイト	2	w005_n	4	無	224	136	372	108	0	0	工業規格パーツ	840	ランク4
w406_f	ウルトラプレートウェイト	2	w006_f	4	火	272	120	440	136	0	0	工業規格パーツ	968	ランク4
w406_a	ウルトラプレートウェイト	2	w006_a	4	風	272	120	440	136	0	0	工業規格パーツ	968	ランク4
w406_e	ウルトラプレートウェイト	2	w006_e	4	土	272	120	440	136	0	0	工業規格パーツ	968	ランク4
w406_w	ウルトラプレートウェイト	2	w006_w	4	水	272	120	440	136	0	0	工業規格パーツ	968	ランク4
w406_n	ウルトラプレートウェイト	2	w006_n	4	無	272	120	440	136	0	0	工業規格パーツ	968	ランク4
w407_f	ウルトラパワーウェイト	2	w007_f	4	火	316	192	304	128	0	0	工業規格パーツ	940	ランク4
w407_a	ウルトラパワーウェイト	2	w007_a	4	風	316	192	304	128	0	0	工業規格パーツ	940	ランク4
w407_e	ウルトラパワーウェイト	2	w007_e	4	土	316	192	304	128	0	0	工業規格パーツ	940	ランク4
w407_w	ウルトラパワーウェイト	2	w007_w	4	水	316	192	304	128	0	0	工業規格パーツ	940	ランク4
w407_n	ウルトラパワーウェイト	2	w007_n	4	無	316	192	304	128	0	0	工業規格パーツ	940	ランク4
w408_f	ウルトラアクセルウェイト	2	w008_f	4	火	284	132	328	196	0	0	工業規格パーツ	940	ランク4
w408_a	ウルトラアクセルウェイト	2	w008_a	4	風	284	132	328	196	0	0	工業規格パーツ	940	ランク4
w408_e	ウルトラアクセルウェイト	2	w008_e	4	土	284	132	328	196	0	0	工業規格パーツ	940	ランク4
w408_w	ウルトラアクセルウェイト	2	w008_w	4	水	284	132	328	196	0	0	工業規格パーツ	940	ランク4
w408_n	ウルトラアクセルウェイト	2	w008_n	4	無	284	132	328	196	0	0	工業規格パーツ	940	ランク4
s401_f	ウルトラベーシックソール	3	s001_f	4	火	152	0	0	272	148	264	工業規格パーツ	836	ランク4
s401_a	ウルトラベーシックソール	3	s001_a	4	風	152	0	0	272	148	264	工業規格パーツ	836	ランク4
s401_e	ウルトラベーシックソール	3	s001_e	4	土	152	0	0	272	148	264	工業規格パーツ	836	ランク4
s401_w	ウルトラベーシックソール	3	s001_w	4	水	152	0	0	272	148	264	工業規格パーツ	836	ランク4
s401_n	ウルトラベーシックソール	3	s001_n	4	無	152	0	0	272	148	264	工業規格パーツ	836	ランク4
s402_f	ウルトラフラットソール	3	s002_f	4	火	140	0	0	348	156	324	工業規格パーツ	968	ランク4
s402_a	ウルトラフラットソール	3	s002_a	4	風	140	0	0	348	156	324	工業規格パーツ	968	ランク4
s402_e	ウルトラフラットソール	3	s002_e	4	土	140	0	0	348	156	324	工業規格パーツ	968	ランク4
s402_w	ウルトラフラットソール	3	s002_w	4	水	140	0	0	348	156	324	工業規格パーツ	968	ランク4
s402_n	ウルトラフラットソール	3	s002_n	4	無	140	0	0	348	156	324	工業規格パーツ	968	ランク4
s403_f	ウルトラランナーソール	3	s003_f	4	火	160	0	0	364	116	196	工業規格パーツ	836	ランク4
s403_a	ウルトラランナーソール	3	s003_a	4	風	160	0	0	364	116	196	工業規格パーツ	836	ランク4
s403_e	ウルトラランナーソール	3	s003_e	4	土	160	0	0	364	116	196	工業規格パーツ	836	ランク4
s403_w	ウルトラランナーソール	3	s003_w	4	水	160	0	0	364	116	196	工業規格パーツ	836	ランク4
s403_n	ウルトラランナーソール	3	s003_n	4	無	160	0	0	364	116	196	工業規格パーツ	836	ランク4
s404_f	ウルトラダッシュソール	3	s004_f	4	火	140	0	0	436	152	236	工業規格パーツ	964	ランク4
s404_a	ウルトラダッシュソール	3	s004_a	4	風	140	0	0	436	152	236	工業規格パーツ	964	ランク4
s404_e	ウルトラダッシュソール	3	s004_e	4	土	140	0	0	436	152	236	工業規格パーツ	964	ランク4
s404_w	ウルトラダッシュソール	3	s004_w	4	水	140	0	0	436	152	236	工業規格パーツ	964	ランク4
s404_n	ウルトラダッシュソール	3	s004_n	4	無	140	0	0	436	152	236	工業規格パーツ	964	ランク4
s405_f	ウルトラステップソール	3	s005_f	4	火	152	0	0	208	116	364	工業規格パーツ	840	ランク4
s405_a	ウルトラステップソール	3	s005_a	4	風	152	0	0	208	116	364	工業規格パーツ	840	ランク4
s405_e	ウルトラステップソール	3	s005_e	4	土	152	0	0	208	116	364	工業規格パーツ	840	ランク4
s405_w	ウルトラステップソール	3	s005_w	4	水	152	0	0	208	116	364	工業規格パーツ	840	ランク4
s405_n	ウルトラステップソール	3	s005_n	4	無	152	0	0	208	116	364	工業規格パーツ	840	ランク4
s406_f	ウルトラスライドソール	3	s006_f	4	火	128	0	0	260	148	432	工業規格パーツ	968	ランク4
s406_a	ウルトラスライドソール	3	s006_a	4	風	128	0	0	260	148	432	工業規格パーツ	968	ランク4
s406_e	ウルトラスライドソール	3	s006_e	4	土	128	0	0	260	148	432	工業規格パーツ	968	ランク4
s406_w	ウルトラスライドソール	3	s006_w	4	水	128	0	0	260	148	432	工業規格パーツ	968	ランク4
s406_n	ウルトラスライドソール	3	s006_n	4	無	128	0	0	260	148	432	工業規格パーツ	968	ランク4
s407_f	ウルトラヘビーソール	3	s007_f	4	火	184	0	0	300	144	312	工業規格パーツ	940	ランク4
s407_a	ウルトラヘビーソール	3	s007_a	4	風	184	0	0	300	144	312	工業規格パーツ	940	ランク4
s407_e	ウルトラヘビーソール	3	s007_e	4	土	184	0	0	300	144	312	工業規格パーツ	940	ランク4
s407_w	ウルトラヘビーソール	3	s007_w	4	水	184	0	0	300	144	312	工業規格パーツ	940	ランク4
s407_n	ウルトラヘビーソール	3	s007_n	4	無	184	0	0	300	144	312	工業規格パーツ	940	ランク4
s408_f	ウルトラワイドソール	3	s008_f	4	火	136	0	0	296	180	328	工業規格パーツ	940	ランク4
s408_a	ウルトラワイドソール	3	s008_a	4	風	136	0	0	296	180	328	工業規格パーツ	940	ランク4
s408_e	ウルトラワイドソール	3	s008_e	4	土	136	0	0	296	180	328	工業規格パーツ	940	ランク4
s408_w	ウルトラワイドソール	3	s008_w	4	水	136	0	0	296	180	328	工業規格パーツ	940	ランク4
s408_n	ウルトラワイドソール	3	s008_n	4	無	136	0	0	296	180	328	工業規格パーツ	940	ランク4
b501_f	アルティメットベーシックブレード	1	b001_f	5	火	0	355	200	0	330	160	工業規格パーツ	1045	ランク5
b501_a	アルティメットベーシックブレード	1	b001_a	5	風	0	355	200	0	330	160	工業規格パーツ	1045	ランク5
b501_e	アルティメットベーシックブレード	1	b001_e	5	土	0	355	200	0	330	160	工業規格パーツ	1045	ランク5
b501_w	アルティメットベーシックブレード	1	b001_w	5	水	0	355	200	0	330	160	工業規格パーツ	1045	ランク5
b501_n	アルティメットベーシックブレード	1	b001_n	5	無	0	355	200	0	330	160	工業規格パーツ	1045	ランク5
b502_f	アルティメットフラットブレード	1	b002_f	5	火	0	425	180	0	400	205	工業規格パーツ	1210	ランク5
b502_a	アルティメットフラットブレード	1	b002_a	5	風	0	425	180	0	400	205	工業規格パーツ	1210	ランク5
b502_e	アルティメットフラットブレード	1	b002_e	5	土	0	425	180	0	400	205	工業規格パーツ	1210	ランク5
b502_w	アルティメットフラットブレード	1	b002_w	5	水	0	425	180	0	400	205	工業規格パーツ	1210	ランク5
b502_n	アルティメットフラットブレード	1	b002_n	5	無	0	425	180	0	400	205	工業規格パーツ	1210	ランク5
b503_f	アルティメットストライクブレード	1	b003_f	5	火	0	480	155	0	260	150	工業規格パーツ	1045	ランク5
b503_a	アルティメットストライクブレード	1	b003_a	5	風	0	480	155	0	260	150	工業規格パーツ	1045	ランク5
b503_e	アルティメットストライクブレード	1	b003_e	5	土	0	480	155	0	260	150	工業規格パーツ	1045	ランク5
b503_w	アルティメットストライクブレード	1	b003_w	5	水	0	480	155	0	260	150	工業規格パーツ	1045	ランク5
b503_n	アルティメットストライクブレード	1	b003_n	5	無	0	480	155	0	260	150	工業規格パーツ	1045	ランク5
b504_f	アルティメットラッシュブレード	1	b004_f	5	火	0	555	135	0	335	180	工業規格パーツ	1205	ランク5
b504_a	アルティメットラッシュブレード	1	b004_a	5	風	0	555	135	0	335	180	工業規格パーツ	1205	ランク5
b504_e	アルティメットラッシュブレード	1	b004_e	5	土	0	555	135	0	335	180	工業規格パーツ	1205	ランク5
b504_w	アルティメットラッシュブレード	1	b004_w	5	水	0	555	135	0	335	180	工業規格パーツ	1205	ランク5
b504_n	アルティメットラッシュブレード	1	b004_n	5	無	0	555	135	0	335	180	工業規格パーツ	1205	ランク5
b505_f	アルティメットクロスブレード	1	b005_f	5	火	0	260	150	0	485	155	工業規格パーツ	1050	ランク5
b505_a	アルティメットクロスブレード	1	b005_a	5	風	0	260	150	0	485	155	工業規格パーツ	1050	ランク5
